"cliente","produto","preco","categoria","quantidade","data"
7095,"teclado","","Informática e Periféricos",4,"2025-06-15"
8058,"smartphone",2000,"Smartphones e Acessórios",4,"2025-12-20"
277,"monitor",1500,"Informática e Periféricos",4,"2024-09-05"
6251,"home theater","","TV, Áudio e Vídeo",4,"2024-11-16"
6509,"teclado","","Informática e Periféricos",1,"2024-04-24"
872,"smartwatch",1000,"Smartphones e Acessórios",1,"2025-12-11"
1819,"home theater","","TV, Áudio e Vídeo",2,"2025-05-15"
5603,"capinha","","Smartphones e Acessórios",2,"2024-12-09"
8787,"mouse",100,"Informática e Periféricos",1,"2026-01-24"
954,"micro-ondas","","Eletrodomésticos",2,"2024-05-06"
3700,"micro-ondas","","Eletrodomésticos",4,"2024-06-13"
9009,"teclado","","Informática e Periféricos",3,"2025-11-14"
4772,"soundbar",1000,"TV, Áudio e Vídeo",2,"2024-06-06"
4784,"notebook",4000,"Informática e Periféricos",1,"2024-10-01"
8147,"teclado","","Informática e Periféricos",5,"2024-09-10"
3718,"smartwatch",1000,"Smartphones e Acessórios",5,"2024-02-14"
5471,"ar-condicionado",2500,"Eletrodomésticos",5,"2024-11-15"
6240,"soundbar",1000,"TV, Áudio e Vídeo",3,"2024-04-02"
1936,"carregador",100,"Smartphones e Acessórios",4,"2024-03-14"
5861,"mouse",100,"Informática e Periféricos",1,"2025-05-19"
9199,"fogao",1500,"Eletrodomésticos",1,"2024-06-16"
7381,"chromecast",200,"TV, Áudio e Vídeo",1,"2024-11-28"
9121,"soundbar",1000,"TV, Áudio e Vídeo",4,"2025-02-19"
7250,"monitor",1500,"Informática e Periféricos",3,"2024-09-27"
2619,"smartwatch",1000,"Smartphones e Acessórios",4,"2025-10-24"
4065,"smart tv",4000,"TV, Áudio e Vídeo",4,"2024-05-22"
2839,"home theater","","TV, Áudio e Vídeo",4,"2025-04-01"
8180,"geladeira",5000,"Eletrodomésticos",4,"2024-05-17"
9789,"chromecast",200,"TV, Áudio e Vídeo",2,"2025-03-31"
4240,"carregador",100,"Smartphones e Acessórios",5,"2024-12-26"
3285,"smartphone",2000,"Smartphones e Acessórios",3,"2025-08-04"
2453,"teclado","","Informática e Periféricos",3,"2025-11-22"
5131,"teclado","","Informática e Periféricos",1,"2024-11-07"
4355,"teclado","","Informática e Periféricos",2,"2024-12-19"
441,"notebook",4000,"Informática e Periféricos",2,"2025-06-26"
5158,"capinha","","Smartphones e Acessórios",1,"2025-09-30"
4127,"smart tv",4000,"TV, Áudio e Vídeo",3,"2025-12-27"
2977,"smart tv",4000,"TV, Áudio e Vídeo",1,"2026-01-13"
2204,"monitor",1500,"Informática e Periféricos",4,"2026-01-22"
8575,"monitor",1500,"Informática e Periféricos",3,"2024-05-05"
4166,"fogao",1500,"Eletrodomésticos",1,"2025-11-20"
5581,"fogao",1500,"Eletrodomésticos",5,"2025-02-27"
732,"fone de ouvido",200,"Smartphones e Acessórios",1,"2025-04-23"
5330,"micro-ondas","","Eletrodomésticos",1,"2025-09-09"
4368,"smart tv",4000,"TV, Áudio e Vídeo",4,"2024-07-19"
605,"notebook",4000,"Informática e Periféricos",1,"2024-12-25"
5568,"notebook",4000,"Informática e Periféricos",3,"2024-03-04"
5686,"capinha","","Smartphones e Acessórios",2,"2025-07-12"
1345,"mouse",100,"Informática e Periféricos",2,"2025-05-29"
5645,"ar-condicionado",2500,"Eletrodomésticos",2,"2024-05-04"
3451,"geladeira",5000,"Eletrodomésticos",4,"2024-07-29"
6166,"notebook",4000,"Informática e Periféricos",3,"2025-02-10"
5526,"teclado","","Informática e Periféricos",5,"2024-04-01"
2413,"fogao",1500,"Eletrodomésticos",4,"2025-10-10"
3478,"carregador",100,"Smartphones e Acessórios",2,"2024-04-27"
5027,"ar-condicionado",2500,"Eletrodomésticos",1,"2024-04-30"
3234,"fogao",1500,"Eletrodomésticos",2,"2025-01-15"
5894,"chromecast",200,"TV, Áudio e Vídeo",4,"2024-11-11"
2961,"capinha","","Smartphones e Acessórios",4,"2025-05-13"
2307,"smartwatch",1000,"Smartphones e Acessórios",4,"2024-02-24"
375,"ar-condicionado",2500,"Eletrodomésticos",1,"2024-01-26"
4047,"carregador",100,"Smartphones e Acessórios",5,"2025-04-05"
419,"capinha","","Smartphones e Acessórios",4,"2024-02-27"
8231,"ar-condicionado",2500,"Eletrodomésticos",5,"2024-05-15"
9791,"notebook",4000,"Informática e Periféricos",2,"2025-12-20"
3960,"notebook",4000,"Informática e Periféricos",5,"2025-09-20"
4434,"soundbar",1000,"TV, Áudio e Vídeo",3,"2026-01-18"
8565,"micro-ondas","","Eletrodomésticos",3,"2024-04-03"
7269,"carregador",100,"Smartphones e Acessórios",3,"2025-08-31"
8393,"soundbar",1000,"TV, Áudio e Vídeo",1,"2024-12-25"
9841,"monitor",1500,"Informática e Periféricos",1,"2025-08-13"
4767,"smartwatch",1000,"Smartphones e Acessórios",3,"2024-10-05"
3534,"home theater","","TV, Áudio e Vídeo",2,"2025-02-21"
309,"capinha","","Smartphones e Acessórios",3,"2024-11-04"
1124,"geladeira",5000,"Eletrodomésticos",2,"2025-09-10"
3957,"notebook",4000,"Informática e Periféricos",3,"2024-04-21"
8665,"chromecast",200,"TV, Áudio e Vídeo",5,"2025-10-11"
6682,"capinha","","Smartphones e Acessórios",3,"2025-05-20"
3100,"chromecast",200,"TV, Áudio e Vídeo",1,"2024-12-10"
7562,"mouse",100,"Informática e Periféricos",2,"2024-05-16"
9249,"smartwatch",1000,"Smartphones e Acessórios",4,"2025-08-30"
5646,"monitor",1500,"Informática e Periféricos",3,"2025-03-17"
7799,"ar-condicionado",2500,"Eletrodomésticos",4,"2024-11-29"
983,"geladeira",5000,"Eletrodomésticos",3,"2025-07-23"
7454,"teclado","","Informática e Periféricos",1,"2025-09-12"
5652,"chromecast",200,"TV, Áudio e Vídeo",2,"2024-04-09"
9585,"chromecast",200,"TV, Áudio e Vídeo",3,"2024-07-20"
981,"geladeira",5000,"Eletrodomésticos",1,"2025-03-31"
2685,"chromecast",200,"TV, Áudio e Vídeo",5,"2025-08-16"
3386,"ar-condicionado",2500,"Eletrodomésticos",3,"2024-11-03"
5710,"mouse",100,"Informática e Periféricos",1,"2024-10-07"
7530,"home theater","","TV, Áudio e Vídeo",5,"2025-07-26"
3116,"smart tv",4000,"TV, Áudio e Vídeo",1,"2024-11-23"
6296,"chromecast",200,"TV, Áudio e Vídeo",3,"2024-05-02"
7317,"chromecast",200,"TV, Áudio e Vídeo",4,"2024-02-11"
1445,"home theater","","TV, Áudio e Vídeo",5,"2025-08-31"
246,"geladeira",5000,"Eletrodomésticos",3,"2025-11-27"
4622,"capinha","","Smartphones e Acessórios",1,"2024-12-04"
7504,"capinha","","Smartphones e Acessórios",5,"2024-03-13"
2747,"soundbar",1000,"TV, Áudio e Vídeo",4,"2025-03-18"
2451,"smart tv",4000,"TV, Áudio e Vídeo",4,"2025-01-05"
6238,"fone de ouvido",200,"Smartphones e Acessórios",2,"2024-05-14"
8377,"smart tv",4000,"TV, Áudio e Vídeo",2,"2024-03-25"
269,"smartphone",2000,"Smartphones e Acessórios",2,"2025-09-20"
5105,"carregador",100,"Smartphones e Acessórios",2,"2025-12-16"
7500,"teclado","","Informática e Periféricos",1,"2025-03-22"
2616,"ar-condicionado",2500,"Eletrodomésticos",1,"2024-11-15"
3785,"fogao",1500,"Eletrodomésticos",3,"2025-01-31"
209,"monitor",1500,"Informática e Periféricos",5,"2025-07-14"
6435,"carregador",100,"Smartphones e Acessórios",1,"2025-02-13"
6374,"mouse",100,"Informática e Periféricos",5,"2024-03-23"
1549,"teclado","","Informática e Periféricos",5,"2025-03-14"
2330,"ar-condicionado",2500,"Eletrodomésticos",2,"2025-07-12"
7021,"fone de ouvido",200,"Smartphones e Acessórios",2,"2024-09-03"
7794,"geladeira",5000,"Eletrodomésticos",1,"2025-02-26"
5112,"smartphone",2000,"Smartphones e Acessórios",1,"2025-03-10"
9045,"fone de ouvido",200,"Smartphones e Acessórios",3,"2025-11-25"
9936,"micro-ondas","","Eletrodomésticos",1,"2025-09-23"
9301,"fone de ouvido",200,"Smartphones e Acessórios",2,"2024-05-31"
2717,"home theater","","TV, Áudio e Vídeo",3,"2024-11-29"
9896,"smartwatch",1000,"Smartphones e Acessórios",5,"2024-04-11"
7142,"carregador",100,"Smartphones e Acessórios",4,"2025-01-14"
6174,"mouse",100,"Informática e Periféricos",3,"2025-06-15"
8381,"mouse",100,"Informática e Periféricos",2,"2025-06-09"
7811,"capinha","","Smartphones e Acessórios",2,"2024-10-29"
3660,"capinha","","Smartphones e Acessórios",2,"2024-03-04"
9499,"smart tv",4000,"TV, Áudio e Vídeo",3,"2024-02-21"
127,"ar-condicionado",2500,"Eletrodomésticos",4,"2024-09-09"
7940,"fone de ouvido",200,"Smartphones e Acessórios",5,"2025-01-27"
8645,"home theater","","TV, Áudio e Vídeo",3,"2024-05-02"
4080,"fone de ouvido",200,"Smartphones e Acessórios",2,"2025-07-28"
9793,"monitor",1500,"Informática e Periféricos",3,"2025-06-08"
2822,"smartwatch",1000,"Smartphones e Acessórios",2,"2024-07-08"
2959,"capinha","","Smartphones e Acessórios",2,"2024-06-07"
8450,"micro-ondas","","Eletrodomésticos",1,"2024-04-06"
7261,"micro-ondas","","Eletrodomésticos",2,"2024-04-16"
9159,"fone de ouvido",200,"Smartphones e Acessórios",5,"2024-07-25"
5568,"fogao",1500,"Eletrodomésticos",1,"2025-02-17"
2032,"chromecast",200,"TV, Áudio e Vídeo",2,"2025-04-05"
9734,"smart tv",4000,"TV, Áudio e Vídeo",3,"2024-08-15"
2695,"notebook",4000,"Informática e Periféricos",3,"2025-05-03"
5162,"fogao",1500,"Eletrodomésticos",4,"2025-03-09"
2560,"teclado","","Informática e Periféricos",3,"2024-05-13"
2414,"geladeira",5000,"Eletrodomésticos",5,"2025-01-31"
5573,"soundbar",1000,"TV, Áudio e Vídeo",3,"2025-11-24"
5083,"home theater","","TV, Áudio e Vídeo",3,"2024-11-12"
3314,"smartwatch",1000,"Smartphones e Acessórios",4,"2025-01-30"
524,"geladeira",5000,"Eletrodomésticos",4,"2024-09-04"
9369,"smartwatch",1000,"Smartphones e Acessórios",3,"2024-01-27"
8167,"home theater","","TV, Áudio e Vídeo",2,"2024-08-01"
8420,"monitor",1500,"Informática e Periféricos",4,"2026-01-05"
5901,"chromecast",200,"TV, Áudio e Vídeo",2,"2025-11-11"
2342,"notebook",4000,"Informática e Periféricos",3,"2025-11-02"
7024,"capinha","","Smartphones e Acessórios",2,"2025-06-09"
2498,"ar-condicionado",2500,"Eletrodomésticos",5,"2024-04-17"
9841,"smartphone",2000,"Smartphones e Acessórios",2,"2024-10-02"
6162,"chromecast",200,"TV, Áudio e Vídeo",4,"2024-04-07"
8786,"home theater","","TV, Áudio e Vídeo",3,"2024-04-30"
2864,"carregador",100,"Smartphones e Acessórios",4,"2024-06-15"
9260,"notebook",4000,"Informática e Periféricos",2,"2024-11-12"
732,"fone de ouvido",200,"Smartphones e Acessórios",4,"2024-07-31"
2387,"soundbar",1000,"TV, Áudio e Vídeo",2,"2025-03-01"
2661,"geladeira",5000,"Eletrodomésticos",1,"2024-08-19"
842,"ar-condicionado",2500,"Eletrodomésticos",5,"2025-01-05"
5105,"capinha","","Smartphones e Acessórios",4,"2025-01-31"
6851,"fogao",1500,"Eletrodomésticos",5,"2025-12-29"
4454,"capinha","","Smartphones e Acessórios",5,"2025-05-24"
3959,"micro-ondas","","Eletrodomésticos",1,"2025-08-08"
2530,"micro-ondas","","Eletrodomésticos",5,"2025-10-20"
3051,"teclado","","Informática e Periféricos",1,"2024-02-23"
7019,"carregador",100,"Smartphones e Acessórios",1,"2024-09-11"
411,"teclado","","Informática e Periféricos",4,"2025-04-13"
9142,"capinha","","Smartphones e Acessórios",3,"2024-03-15"
524,"fone de ouvido",200,"Smartphones e Acessórios",4,"2024-03-22"
8463,"home theater","","TV, Áudio e Vídeo",2,"2025-06-10"
4292,"smartphone",2000,"Smartphones e Acessórios",2,"2024-10-15"
4045,"smartphone",2000,"Smartphones e Acessórios",2,"2025-01-31"
1290,"micro-ondas","","Eletrodomésticos",2,"2024-04-07"
1376,"geladeira",5000,"Eletrodomésticos",1,"2025-06-30"
7850,"soundbar",1000,"TV, Áudio e Vídeo",3,"2024-12-28"
7665,"monitor",1500,"Informática e Periféricos",1,"2025-05-25"
2737,"notebook",4000,"Informática e Periféricos",1,"2025-08-04"
5744,"monitor",1500,"Informática e Periféricos",5,"2024-02-07"
1649,"monitor",1500,"Informática e Periféricos",3,"2024-07-28"
135,"fone de ouvido",200,"Smartphones e Acessórios",3,"2025-05-16"
8566,"notebook",4000,"Informática e Periféricos",1,"2025-07-09"
5747,"carregador",100,"Smartphones e Acessórios",2,"2024-08-24"
9114,"smart tv",4000,"TV, Áudio e Vídeo",4,"2024-12-18"
5749,"carregador",100,"Smartphones e Acessórios",2,"2024-08-30"
3584,"micro-ondas","","Eletrodomésticos",4,"2025-04-30"
6724,"capinha","","Smartphones e Acessórios",2,"2024-06-17"
2770,"capinha","","Smartphones e Acessórios",4,"2024-06-21"
1223,"mouse",100,"Informática e Periféricos",4,"2025-01-25"
4085,"smart tv",4000,"TV, Áudio e Vídeo",4,"2025-12-19"
5568,"geladeira",5000,"Eletrodomésticos",4,"2025-05-25"
5161,"capinha","","Smartphones e Acessórios",1,"2025-04-25"
1435,"monitor",1500,"Informática e Periféricos",1,"2026-01-24"
3048,"geladeira",5000,"Eletrodomésticos",5,"2024-02-17"
6306,"fone de ouvido",200,"Smartphones e Acessórios",2,"2025-04-04"
6361,"teclado","","Informática e Periféricos",1,"2025-09-23"
6885,"fogao",1500,"Eletrodomésticos",1,"2024-09-21"
5383,"monitor",1500,"Informática e Periféricos",2,"2026-01-01"
4644,"smartphone",2000,"Smartphones e Acessórios",2,"2024-12-11"
2014,"teclado","","Informática e Periféricos",5,"2024-03-07"
6745,"mouse",100,"Informática e Periféricos",5,"2024-04-23"
5109,"soundbar",1000,"TV, Áudio e Vídeo",2,"2025-07-24"
9793,"soundbar",1000,"TV, Áudio e Vídeo",2,"2024-08-20"
8778,"smartphone",2000,"Smartphones e Acessórios",2,"2025-05-14"
8349,"micro-ondas","","Eletrodomésticos",5,"2025-04-02"
6540,"fone de ouvido",200,"Smartphones e Acessórios",4,"2025-03-05"
4706,"smartphone",2000,"Smartphones e Acessórios",4,"2024-02-03"
7374,"fogao",1500,"Eletrodomésticos",5,"2025-01-26"
2341,"fone de ouvido",200,"Smartphones e Acessórios",5,"2024-03-19"
1267,"micro-ondas","","Eletrodomésticos",1,"2024-01-28"
9583,"smartphone",2000,"Smartphones e Acessórios",1,"2024-10-16"
1109,"carregador",100,"Smartphones e Acessórios",1,"2024-12-28"
3550,"ar-condicionado",2500,"Eletrodomésticos",2,"2025-08-13"
8823,"monitor",1500,"Informática e Periféricos",1,"2026-01-06"
5022,"smartphone",2000,"Smartphones e Acessórios",2,"2024-07-06"
2253,"smart tv",4000,"TV, Áudio e Vídeo",4,"2026-01-10"
8697,"home theater","","TV, Áudio e Vídeo",1,"2025-07-19"
9305,"mouse",100,"Informática e Periféricos",4,"2024-09-16"
6695,"fogao",1500,"Eletrodomésticos",2,"2024-04-08"
5567,"chromecast",200,"TV, Áudio e Vídeo",1,"2025-03-13"
1536,"ar-condicionado",2500,"Eletrodomésticos",5,"2024-06-09"
2554,"carregador",100,"Smartphones e Acessórios",5,"2024-07-08"
4598,"monitor",1500,"Informática e Periféricos",4,"2025-08-21"
6153,"fogao",1500,"Eletrodomésticos",1,"2025-08-27"
8731,"geladeira",5000,"Eletrodomésticos",2,"2024-04-01"
7992,"home theater","","TV, Áudio e Vídeo",1,"2025-04-23"
5442,"fogao",1500,"Eletrodomésticos",4,"2024-02-29"
5027,"carregador",100,"Smartphones e Acessórios",2,"2024-07-25"
6119,"capinha","","Smartphones e Acessórios",4,"2024-06-22"
4862,"smartwatch",1000,"Smartphones e Acessórios",2,"2024-07-16"
1158,"ar-condicionado",2500,"Eletrodomésticos",2,"2024-08-10"
6454,"chromecast",200,"TV, Áudio e Vídeo",3,"2024-04-03"
4736,"smartphone",2000,"Smartphones e Acessórios",1,"2025-10-12"
8308,"fone de ouvido",200,"Smartphones e Acessórios",2,"2025-06-30"
5559,"carregador",100,"Smartphones e Acessórios",1,"2024-11-07"
7727,"chromecast",200,"TV, Áudio e Vídeo",3,"2025-06-27"
7606,"smartwatch",1000,"Smartphones e Acessórios",4,"2025-03-16"
9802,"geladeira",5000,"Eletrodomésticos",4,"2024-09-01"
2961,"ar-condicionado",2500,"Eletrodomésticos",3,"2026-01-09"
7175,"capinha","","Smartphones e Acessórios",3,"2025-09-27"
6673,"smart tv",4000,"TV, Áudio e Vídeo",2,"2024-09-10"
5615,"soundbar",1000,"TV, Áudio e Vídeo",5,"2024-08-18"
8630,"fogao",1500,"Eletrodomésticos",5,"2024-08-26"
2850,"smart tv",4000,"TV, Áudio e Vídeo",4,"2024-10-04"
8791,"smartphone",2000,"Smartphones e Acessórios",1,"2024-10-24"
5759,"smartphone",2000,"Smartphones e Acessórios",3,"2025-11-22"
3675,"micro-ondas","","Eletrodomésticos",1,"2025-12-30"
426,"monitor",1500,"Informática e Periféricos",1,"2025-01-06"
5396,"mouse",100,"Informática e Periféricos",4,"2024-04-25"
6317,"smartphone",2000,"Smartphones e Acessórios",4,"2025-04-04"
5878,"micro-ondas","","Eletrodomésticos",4,"2024-09-09"
3813,"capinha","","Smartphones e Acessórios",5,"2025-12-15"
2896,"monitor",1500,"Informática e Periféricos",5,"2025-12-05"
6269,"geladeira",5000,"Eletrodomésticos",1,"2025-11-10"
8570,"teclado","","Informática e Periféricos",2,"2026-01-24"
410,"fone de ouvido",200,"Smartphones e Acessórios",5,"2024-04-17"
6566,"chromecast",200,"TV, Áudio e Vídeo",4,"2024-06-20"
5148,"capinha","","Smartphones e Acessórios",2,"2024-10-02"
4879,"capinha","","Smartphones e Acessórios",5,"2025-12-28"
3077,"ar-condicionado",2500,"Eletrodomésticos",2,"2025-04-12"
4631,"carregador",100,"Smartphones e Acessórios",4,"2025-12-11"
5085,"notebook",4000,"Informática e Periféricos",2,"2024-10-31"
40,"geladeira",5000,"Eletrodomésticos",3,"2024-05-26"
4241,"micro-ondas","","Eletrodomésticos",4,"2024-08-23"
3147,"smartwatch",1000,"Smartphones e Acessórios",4,"2024-03-17"
7649,"smartphone",2000,"Smartphones e Acessórios",1,"2024-09-08"
389,"fogao",1500,"Eletrodomésticos",5,"2024-03-21"
4500,"smartphone",2000,"Smartphones e Acessórios",5,"2024-06-13"
738,"smartphone",2000,"Smartphones e Acessórios",1,"2025-04-21"
7571,"home theater","","TV, Áudio e Vídeo",1,"2024-06-15"
9882,"carregador",100,"Smartphones e Acessórios",1,"2024-08-13"
5780,"fone de ouvido",200,"Smartphones e Acessórios",4,"2024-06-22"
1188,"soundbar",1000,"TV, Áudio e Vídeo",4,"2025-12-13"
6115,"geladeira",5000,"Eletrodomésticos",1,"2025-04-21"
2085,"fone de ouvido",200,"Smartphones e Acessórios",1,"2024-07-31"
1030,"geladeira",5000,"Eletrodomésticos",4,"2024-06-28"
6224,"fogao",1500,"Eletrodomésticos",1,"2025-09-30"
7200,"notebook",4000,"Informática e Periféricos",4,"2024-11-06"
7727,"smart tv",4000,"TV, Áudio e Vídeo",5,"2025-10-24"
3412,"notebook",4000,"Informática e Periféricos",3,"2024-10-05"
2679,"capinha","","Smartphones e Acessórios",5,"2025-03-07"
5633,"smartphone",2000,"Smartphones e Acessórios",1,"2025-09-22"
1287,"monitor",1500,"Informática e Periféricos",4,"2024-07-07"
3860,"notebook",4000,"Informática e Periféricos",3,"2025-04-11"
2622,"smartphone",2000,"Smartphones e Acessórios",4,"2025-06-27"
4553,"smartphone",2000,"Smartphones e Acessórios",1,"2025-08-06"
6986,"smart tv",4000,"TV, Áudio e Vídeo",5,"2024-03-18"
3762,"smartwatch",1000,"Smartphones e Acessórios",3,"2024-01-27"
190,"fone de ouvido",200,"Smartphones e Acessórios",4,"2025-08-17"
1129,"geladeira",5000,"Eletrodomésticos",5,"2025-08-02"
6130,"notebook",4000,"Informática e Periféricos",3,"2025-08-06"
8554,"fogao",1500,"Eletrodomésticos",3,"2024-06-01"
5847,"teclado","","Informática e Periféricos",4,"2024-02-05"
8739,"capinha","","Smartphones e Acessórios",2,"2025-04-04"
1526,"capinha","","Smartphones e Acessórios",1,"2025-07-31"
9360,"capinha","","Smartphones e Acessórios",3,"2025-01-21"
991,"capinha","","Smartphones e Acessórios",1,"2024-02-21"
1029,"micro-ondas","","Eletrodomésticos",2,"2025-04-01"
1087,"geladeira",5000,"Eletrodomésticos",1,"2025-05-24"
380,"teclado","","Informática e Periféricos",4,"2024-05-09"
2933,"soundbar",1000,"TV, Áudio e Vídeo",1,"2025-12-30"
1695,"home theater","","TV, Áudio e Vídeo",3,"2024-02-02"
4732,"home theater","","TV, Áudio e Vídeo",1,"2024-03-07"
1413,"smartphone",2000,"Smartphones e Acessórios",5,"2025-04-26"
2745,"home theater","","TV, Áudio e Vídeo",5,"2025-09-25"
9700,"geladeira",5000,"Eletrodomésticos",1,"2024-11-02"
4623,"fone de ouvido",200,"Smartphones e Acessórios",3,"2025-04-08"
2295,"mouse",100,"Informática e Periféricos",1,"2025-02-12"
316,"home theater","","TV, Áudio e Vídeo",3,"2025-07-25"
9922,"mouse",100,"Informática e Periféricos",3,"2025-08-31"
9066,"fone de ouvido",200,"Smartphones e Acessórios",3,"2025-02-19"
7423,"capinha","","Smartphones e Acessórios",4,"2025-09-06"
4082,"capinha","","Smartphones e Acessórios",4,"2025-11-20"
7251,"teclado","","Informática e Periféricos",1,"2025-02-23"
401,"monitor",1500,"Informática e Periféricos",2,"2025-07-08"
7297,"teclado","","Informática e Periféricos",1,"2024-04-10"
7577,"fone de ouvido",200,"Smartphones e Acessórios",3,"2025-08-09"
8574,"monitor",1500,"Informática e Periféricos",2,"2024-05-28"
7428,"mouse",100,"Informática e Periféricos",4,"2024-11-24"
5424,"micro-ondas","","Eletrodomésticos",3,"2025-02-19"
7541,"smart tv",4000,"TV, Áudio e Vídeo",1,"2024-07-22"
9241,"teclado","","Informática e Periféricos",4,"2024-10-01"
5376,"teclado","","Informática e Periféricos",5,"2025-12-31"
7432,"capinha","","Smartphones e Acessórios",2,"2024-02-12"
8490,"ar-condicionado",2500,"Eletrodomésticos",2,"2024-10-11"
2593,"home theater","","TV, Áudio e Vídeo",3,"2025-08-05"
3134,"notebook",4000,"Informática e Periféricos",2,"2024-07-06"
3737,"geladeira",5000,"Eletrodomésticos",3,"2024-09-29"
8589,"geladeira",5000,"Eletrodomésticos",4,"2025-03-11"
6750,"geladeira",5000,"Eletrodomésticos",3,"2024-09-14"
1024,"capinha","","Smartphones e Acessórios",5,"2024-11-04"
9659,"chromecast",200,"TV, Áudio e Vídeo",4,"2024-10-18"
4838,"ar-condicionado",2500,"Eletrodomésticos",2,"2025-02-01"
8411,"fogao",1500,"Eletrodomésticos",4,"2026-01-23"
4303,"carregador",100,"Smartphones e Acessórios",3,"2024-08-20"
219,"fogao",1500,"Eletrodomésticos",5,"2024-02-25"
2766,"monitor",1500,"Informática e Periféricos",1,"2024-09-14"
4154,"micro-ondas","","Eletrodomésticos",5,"2025-12-19"
8812,"smart tv",4000,"TV, Áudio e Vídeo",4,"2024-03-23"
7780,"capinha","","Smartphones e Acessórios",2,"2026-01-17"
3141,"geladeira",5000,"Eletrodomésticos",4,"2025-07-26"
2335,"soundbar",1000,"TV, Áudio e Vídeo",4,"2024-08-18"
4853,"notebook",4000,"Informática e Periféricos",4,"2025-04-07"
2623,"geladeira",5000,"Eletrodomésticos",3,"2024-10-05"
3158,"teclado","","Informática e Periféricos",4,"2024-07-31"
4734,"smart tv",4000,"TV, Áudio e Vídeo",4,"2025-12-30"
5006,"teclado","","Informática e Periféricos",3,"2024-03-02"
9776,"home theater","","TV, Áudio e Vídeo",1,"2025-05-26"
4786,"fone de ouvido",200,"Smartphones e Acessórios",4,"2025-03-25"
2597,"smartwatch",1000,"Smartphones e Acessórios",5,"2024-10-17"
2981,"soundbar",1000,"TV, Áudio e Vídeo",3,"2024-09-18"
3629,"mouse",100,"Informática e Periféricos",5,"2024-10-16"
3332,"smart tv",4000,"TV, Áudio e Vídeo",2,"2024-09-04"
3516,"micro-ondas","","Eletrodomésticos",3,"2026-01-16"
3760,"chromecast",200,"TV, Áudio e Vídeo",4,"2024-11-22"
3463,"monitor",1500,"Informática e Periféricos",2,"2025-10-08"
3962,"monitor",1500,"Informática e Periféricos",2,"2024-03-12"
167,"smartphone",2000,"Smartphones e Acessórios",1,"2026-01-03"
7890,"soundbar",1000,"TV, Áudio e Vídeo",1,"2025-04-14"
8923,"home theater","","TV, Áudio e Vídeo",5,"2025-08-07"
9085,"notebook",4000,"Informática e Periféricos",2,"2024-10-19"
5251,"mouse",100,"Informática e Periféricos",4,"2025-10-18"
2374,"capinha","","Smartphones e Acessórios",4,"2024-07-10"
5182,"soundbar",1000,"TV, Áudio e Vídeo",3,"2025-05-04"
9279,"carregador",100,"Smartphones e Acessórios",1,"2025-02-05"
8480,"fone de ouvido",200,"Smartphones e Acessórios",4,"2025-02-21"
2572,"carregador",100,"Smartphones e Acessórios",4,"2025-02-02"
7120,"fone de ouvido",200,"Smartphones e Acessórios",3,"2024-11-29"
9013,"smartwatch",1000,"Smartphones e Acessórios",1,"2024-03-08"
5412,"fogao",1500,"Eletrodomésticos",4,"2024-08-12"
991,"chromecast",200,"TV, Áudio e Vídeo",5,"2024-02-19"
9293,"chromecast",200,"TV, Áudio e Vídeo",3,"2025-09-23"
8894,"smart tv",4000,"TV, Áudio e Vídeo",1,"2024-02-11"
5768,"fone de ouvido",200,"Smartphones e Acessórios",2,"2025-04-08"
7865,"smartwatch",1000,"Smartphones e Acessórios",3,"2024-11-30"
2014,"chromecast",200,"TV, Áudio e Vídeo",2,"2024-12-08"
7695,"micro-ondas","","Eletrodomésticos",1,"2025-01-30"
4655,"geladeira",5000,"Eletrodomésticos",1,"2025-01-01"
8257,"smartphone",2000,"Smartphones e Acessórios",5,"2025-03-27"
8319,"carregador",100,"Smartphones e Acessórios",2,"2024-07-21"
1683,"monitor",1500,"Informática e Periféricos",3,"2025-05-27"
1464,"home theater","","TV, Áudio e Vídeo",4,"2025-02-26"
2895,"monitor",1500,"Informática e Periféricos",4,"2025-02-20"
4009,"smartphone",2000,"Smartphones e Acessórios",1,"2025-11-26"
2068,"micro-ondas","","Eletrodomésticos",5,"2024-10-20"
2013,"ar-condicionado",2500,"Eletrodomésticos",3,"2024-10-01"
3418,"carregador",100,"Smartphones e Acessórios",4,"2025-06-15"
2498,"home theater","","TV, Áudio e Vídeo",4,"2024-08-21"
4360,"monitor",1500,"Informática e Periféricos",2,"2025-02-14"
5453,"micro-ondas","","Eletrodomésticos",1,"2025-10-09"
5331,"capinha","","Smartphones e Acessórios",4,"2026-01-19"
5382,"soundbar",1000,"TV, Áudio e Vídeo",1,"2024-09-22"
5507,"smartwatch",1000,"Smartphones e Acessórios",1,"2025-03-09"
1608,"fone de ouvido",200,"Smartphones e Acessórios",4,"2024-08-23"
1969,"fogao",1500,"Eletrodomésticos",5,"2025-06-10"
9883,"home theater","","TV, Áudio e Vídeo",4,"2024-04-03"
1832,"carregador",100,"Smartphones e Acessórios",5,"2025-01-05"
3408,"monitor",1500,"Informática e Periféricos",1,"2025-08-25"
4397,"micro-ondas","","Eletrodomésticos",1,"2024-09-16"
1570,"chromecast",200,"TV, Áudio e Vídeo",4,"2024-12-29"
9670,"smartphone",2000,"Smartphones e Acessórios",1,"2025-04-12"
2870,"geladeira",5000,"Eletrodomésticos",4,"2025-10-23"
