"cliente","produto","preco","categoria","quantidade","data","cidade"
7023,"monitor",1500.0,"Informática e Periféricos",4,"2025-01-23","Rio de Janeiro"
7541,"soundbar",1000.0,"TV, Áudio e Vídeo",5,"2025-02-10","Balneário Camboriú"
6680,"geladeira",5000.0,"Eletrodomésticos",1,"2024-04-06","Santos"
5856,"fone de ouvido",200.0,"Smartphones e Acessórios",5,"2026-01-04","Santos"
1553,"home theater","","TV, Áudio e Vídeo",5,"2024-07-20","Balneário Camboriú"
557,"teclado","","Informática e Periféricos",2,"2024-12-29","Santos"
4584,"teclado","","Informática e Periféricos",2,"2024-03-17","Porto Alegre"
8572,"chromecast",200.0,"TV, Áudio e Vídeo",2,"2025-09-30","Campinas"
9375,"micro-ondas","","Eletrodomésticos",3,"2024-04-26","São Paulo"
4765,"soundbar",1000.0,"TV, Áudio e Vídeo",5,"2024-03-07","Joinville"
8889,"carregador",100.0,"Smartphones e Acessórios",1,"2024-01-27","Balneário Camboriú"
3111,"carregador",100.0,"Smartphones e Acessórios",2,"2024-05-19","Santos"
7619,"home theater","","TV, Áudio e Vídeo",5,"2025-04-04","Joinville"
444,"ar-condicionado",2500.0,"Eletrodomésticos",4,"2024-10-12","Campinas"
5013,"carregador",100.0,"Smartphones e Acessórios",5,"2025-07-05","Porto Alegre"
6907,"ar-condicionado",2500.0,"Eletrodomésticos",3,"2024-05-14","Campinas"
1963,"notebook",4000.0,"Informática e Periféricos",1,"2025-01-14","Balneário Camboriú"
2964,"notebook",4000.0,"Informática e Periféricos",5,"2025-08-01","Florianópolis"
4929,"smartphone",2000.0,"Smartphones e Acessórios",2,"2025-09-08","Santos"
939,"teclado","","Informática e Periféricos",1,"2025-03-03","São Paulo"
3105,"ar-condicionado",2500.0,"Eletrodomésticos",3,"2025-04-09","Porto Alegre"
8126,"notebook",4000.0,"Informática e Periféricos",1,"2025-11-01","Curitiba"
9058,"geladeira",5000.0,"Eletrodomésticos",5,"2025-09-22","Florianópolis"
4113,"carregador",100.0,"Smartphones e Acessórios",1,"2026-01-24","Belo Horizonte"
6641,"monitor",1500.0,"Informática e Periféricos",1,"2025-12-26","Balneário Camboriú"
9359,"soundbar",1000.0,"TV, Áudio e Vídeo",4,"2024-10-18","Santos"
8911,"teclado","","Informática e Periféricos",3,"2025-03-28","Belo Horizonte"
7521,"carregador",100.0,"Smartphones e Acessórios",1,"2025-12-26","Belo Horizonte"
793,"smartphone",2000.0,"Smartphones e Acessórios",1,"2024-05-02","Joinville"
7598,"capinha","","Smartphones e Acessórios",4,"2025-03-07","Curitiba"
5973,"notebook",4000.0,"Informática e Periféricos",3,"2024-04-24","São Paulo"
2336,"chromecast",200.0,"TV, Áudio e Vídeo",4,"2025-01-20","Santos"
7784,"monitor",1500.0,"Informática e Periféricos",1,"2025-01-21","Balneário Camboriú"
8427,"smartphone",2000.0,"Smartphones e Acessórios",1,"2025-03-05","Porto Alegre"
7013,"capinha","","Smartphones e Acessórios",1,"2024-03-30","Joinville"
6552,"home theater","","TV, Áudio e Vídeo",5,"2025-05-15","Santos"
451,"micro-ondas","","Eletrodomésticos",4,"2024-08-27","Santos"
7333,"chromecast",200.0,"TV, Áudio e Vídeo",4,"2025-02-12","Santos"
9366,"soundbar",1000.0,"TV, Áudio e Vídeo",3,"2024-11-04","Porto Alegre"
935,"capinha","","Smartphones e Acessórios",2,"2024-09-18","Belo Horizonte"
1400,"geladeira",5000.0,"Eletrodomésticos",4,"2025-04-13","Campinas"
6096,"smartphone",2000.0,"Smartphones e Acessórios",5,"2025-01-17","Campinas"
8918,"micro-ondas","","Eletrodomésticos",2,"2024-01-26","Belo Horizonte"
8681,"ar-condicionado",2500.0,"Eletrodomésticos",3,"2024-04-11","Campinas"
8815,"monitor",1500.0,"Informática e Periféricos",2,"2024-11-07","Porto Alegre"
3153,"micro-ondas","","Eletrodomésticos",2,"2025-08-20","São Paulo"
1745,"home theater","","TV, Áudio e Vídeo",5,"2026-01-10","Rio de Janeiro"
680,"fone de ouvido",200.0,"Smartphones e Acessórios",5,"2024-02-09","Santos"
4963,"fone de ouvido",200.0,"Smartphones e Acessórios",4,"2024-12-20","Curitiba"
1925,"mouse",100.0,"Informática e Periféricos",3,"2024-05-17","Florianópolis"
4285,"mouse",100.0,"Informática e Periféricos",3,"2025-07-05","Santos"
8739,"soundbar",1000.0,"TV, Áudio e Vídeo",2,"2024-02-29","Balneário Camboriú"
2456,"geladeira",5000.0,"Eletrodomésticos",3,"2024-12-11","Balneário Camboriú"
595,"mouse",100.0,"Informática e Periféricos",2,"2025-11-26","Porto Alegre"
2182,"monitor",1500.0,"Informática e Periféricos",3,"2025-10-26","Joinville"
4705,"mouse",100.0,"Informática e Periféricos",3,"2024-05-14","Belo Horizonte"
4850,"notebook",4000.0,"Informática e Periféricos",2,"2024-09-28","Porto Alegre"
4493,"mouse",100.0,"Informática e Periféricos",2,"2024-07-04","Campinas"
6747,"monitor",1500.0,"Informática e Periféricos",3,"2025-07-20","Balneário Camboriú"
942,"chromecast",200.0,"TV, Áudio e Vídeo",1,"2025-04-05","Balneário Camboriú"
5898,"teclado","","Informática e Periféricos",1,"2025-03-17","Campinas"
9172,"mouse",100.0,"Informática e Periféricos",3,"2025-07-02","Balneário Camboriú"
6962,"monitor",1500.0,"Informática e Periféricos",2,"2025-08-25","Balneário Camboriú"
8002,"smart tv",4000.0,"TV, Áudio e Vídeo",4,"2025-11-06","Joinville"
9364,"carregador",100.0,"Smartphones e Acessórios",1,"2025-07-26","Rio de Janeiro"
4412,"ar-condicionado",2500.0,"Eletrodomésticos",3,"2024-11-24","São Paulo"
1426,"smartwatch",1000.0,"Smartphones e Acessórios",4,"2024-07-11","Balneário Camboriú"
2191,"notebook",4000.0,"Informática e Periféricos",3,"2024-03-11","Santos"
7122,"capinha","","Smartphones e Acessórios",4,"2025-07-20","Rio de Janeiro"
7997,"soundbar",1000.0,"TV, Áudio e Vídeo",3,"2025-01-19","Rio de Janeiro"
5193,"fogao",1500.0,"Eletrodomésticos",3,"2025-06-18","Balneário Camboriú"
9997,"ar-condicionado",2500.0,"Eletrodomésticos",2,"2024-10-07","Balneário Camboriú"
4180,"monitor",1500.0,"Informática e Periféricos",5,"2024-05-11","Curitiba"
1991,"smartphone",2000.0,"Smartphones e Acessórios",1,"2024-03-28","São Paulo"
3257,"smartwatch",1000.0,"Smartphones e Acessórios",1,"2026-01-12","Balneário Camboriú"
497,"micro-ondas","","Eletrodomésticos",1,"2024-02-06","Belo Horizonte"
9835,"smartphone",2000.0,"Smartphones e Acessórios",5,"2024-08-18","Belo Horizonte"
452,"mouse",100.0,"Informática e Periféricos",1,"2026-01-19","Balneário Camboriú"
7390,"ar-condicionado",2500.0,"Eletrodomésticos",5,"2025-09-19","Santos"
4256,"ar-condicionado",2500.0,"Eletrodomésticos",4,"2024-07-08","Florianópolis"
865,"teclado","","Informática e Periféricos",1,"2025-04-17","Curitiba"
6281,"carregador",100.0,"Smartphones e Acessórios",1,"2024-05-17","São Paulo"
3866,"ar-condicionado",2500.0,"Eletrodomésticos",5,"2025-12-02","Santos"
483,"capinha","","Smartphones e Acessórios",1,"2024-04-01","São Paulo"
6771,"smartphone",2000.0,"Smartphones e Acessórios",4,"2025-12-09","Florianópolis"
4759,"mouse",100.0,"Informática e Periféricos",3,"2024-11-10","Santos"
2369,"fogao",1500.0,"Eletrodomésticos",5,"2024-02-28","São Paulo"
1654,"fogao",1500.0,"Eletrodomésticos",3,"2025-01-10","Santos"
3444,"soundbar",1000.0,"TV, Áudio e Vídeo",1,"2025-03-26","Curitiba"
9159,"home theater","","TV, Áudio e Vídeo",2,"2025-03-19","Campinas"
8844,"teclado","","Informática e Periféricos",2,"2024-04-18","Porto Alegre"
1368,"fogao",1500.0,"Eletrodomésticos",2,"2024-05-14","Joinville"
7001,"fone de ouvido",200.0,"Smartphones e Acessórios",3,"2024-11-05","Belo Horizonte"
6412,"chromecast",200.0,"TV, Áudio e Vídeo",2,"2024-10-30","Balneário Camboriú"
899,"micro-ondas","","Eletrodomésticos",1,"2025-06-02","Rio de Janeiro"
6371,"smartphone",2000.0,"Smartphones e Acessórios",2,"2024-07-20","Balneário Camboriú"
3453,"geladeira",5000.0,"Eletrodomésticos",5,"2025-02-24","Porto Alegre"
3199,"notebook",4000.0,"Informática e Periféricos",2,"2024-05-01","Florianópolis"
698,"micro-ondas","","Eletrodomésticos",5,"2024-12-10","Porto Alegre"
170,"geladeira",5000.0,"Eletrodomésticos",4,"2025-11-30","Balneário Camboriú"
4597,"monitor",1500.0,"Informática e Periféricos",3,"2025-05-23","Rio de Janeiro"
8577,"chromecast",200.0,"TV, Áudio e Vídeo",1,"2025-04-27","Curitiba"
8702,"smartwatch",1000.0,"Smartphones e Acessórios",2,"2024-06-28","Balneário Camboriú"
2687,"smart tv",4000.0,"TV, Áudio e Vídeo",4,"2025-04-15","Florianópolis"
8443,"notebook",4000.0,"Informática e Periféricos",4,"2025-03-13","Curitiba"
5263,"smart tv",4000.0,"TV, Áudio e Vídeo",3,"2025-06-23","Porto Alegre"
3235,"home theater","","TV, Áudio e Vídeo",4,"2024-11-27","Curitiba"
458,"fone de ouvido",200.0,"Smartphones e Acessórios",3,"2025-10-06","Campinas"
6172,"mouse",100.0,"Informática e Periféricos",2,"2025-11-24","Joinville"
293,"fone de ouvido",200.0,"Smartphones e Acessórios",3,"2025-04-08","Joinville"
1123,"chromecast",200.0,"TV, Áudio e Vídeo",4,"2024-10-04","Joinville"
1864,"geladeira",5000.0,"Eletrodomésticos",2,"2025-08-14","Belo Horizonte"
7350,"monitor",1500.0,"Informática e Periféricos",2,"2024-05-27","Porto Alegre"
883,"mouse",100.0,"Informática e Periféricos",1,"2025-04-26","São Paulo"
9526,"carregador",100.0,"Smartphones e Acessórios",3,"2025-04-13","São Paulo"
2415,"micro-ondas","","Eletrodomésticos",5,"2024-02-04","São Paulo"
4065,"notebook",4000.0,"Informática e Periféricos",4,"2025-04-06","Campinas"
2456,"carregador",100.0,"Smartphones e Acessórios",1,"2024-06-29","Rio de Janeiro"
6036,"ar-condicionado",2500.0,"Eletrodomésticos",5,"2025-08-03","Santos"
5677,"home theater","","TV, Áudio e Vídeo",2,"2024-11-06","Florianópolis"
2211,"fone de ouvido",200.0,"Smartphones e Acessórios",5,"2025-09-03","Belo Horizonte"
8941,"mouse",100.0,"Informática e Periféricos",4,"2025-07-16","Belo Horizonte"
209,"fogao",1500.0,"Eletrodomésticos",2,"2024-03-30","Santos"
8730,"mouse",100.0,"Informática e Periféricos",4,"2025-08-21","Rio de Janeiro"
3786,"smartwatch",1000.0,"Smartphones e Acessórios",4,"2025-04-19","Santos"
3488,"home theater","","TV, Áudio e Vídeo",3,"2025-09-27","São Paulo"
8744,"mouse",100.0,"Informática e Periféricos",2,"2025-01-18","São Paulo"
3734,"notebook",4000.0,"Informática e Periféricos",1,"2025-01-01","Joinville"
5582,"fogao",1500.0,"Eletrodomésticos",4,"2025-09-02","Florianópolis"
5729,"mouse",100.0,"Informática e Periféricos",2,"2025-03-23","Belo Horizonte"
5133,"fogao",1500.0,"Eletrodomésticos",1,"2024-04-06","Joinville"
3239,"ar-condicionado",2500.0,"Eletrodomésticos",4,"2025-07-01","Santos"
3620,"fogao",1500.0,"Eletrodomésticos",2,"2024-09-17","Balneário Camboriú"
3650,"smartwatch",1000.0,"Smartphones e Acessórios",4,"2024-04-08","Santos"
7678,"fogao",1500.0,"Eletrodomésticos",5,"2025-07-16","Joinville"
3681,"soundbar",1000.0,"TV, Áudio e Vídeo",2,"2024-04-14","Curitiba"
4614,"notebook",4000.0,"Informática e Periféricos",1,"2024-09-22","Balneário Camboriú"
1110,"micro-ondas","","Eletrodomésticos",1,"2025-04-18","Joinville"
4244,"capinha","","Smartphones e Acessórios",4,"2025-08-27","Belo Horizonte"
942,"micro-ondas","","Eletrodomésticos",4,"2025-06-04","Rio de Janeiro"
9098,"fone de ouvido",200.0,"Smartphones e Acessórios",3,"2024-03-19","Belo Horizonte"
6303,"fogao",1500.0,"Eletrodomésticos",2,"2024-12-13","Rio de Janeiro"
6709,"smart tv",4000.0,"TV, Áudio e Vídeo",5,"2024-11-29","Campinas"
2832,"monitor",1500.0,"Informática e Periféricos",3,"2025-01-01","Curitiba"
1960,"home theater","","TV, Áudio e Vídeo",1,"2024-04-30","Curitiba"
438,"smartwatch",1000.0,"Smartphones e Acessórios",3,"2024-07-29","Santos"
3998,"fogao",1500.0,"Eletrodomésticos",5,"2024-07-01","Santos"
1973,"fogao",1500.0,"Eletrodomésticos",4,"2025-09-21","Belo Horizonte"
1048,"carregador",100.0,"Smartphones e Acessórios",2,"2025-06-27","Porto Alegre"
6516,"teclado","","Informática e Periféricos",5,"2025-06-08","Balneário Camboriú"
1745,"geladeira",5000.0,"Eletrodomésticos",3,"2024-03-23","Curitiba"
6519,"notebook",4000.0,"Informática e Periféricos",5,"2024-11-14","Belo Horizonte"
763,"fogao",1500.0,"Eletrodomésticos",2,"2025-01-06","Belo Horizonte"
5061,"fogao",1500.0,"Eletrodomésticos",3,"2024-03-16","Belo Horizonte"
2784,"home theater","","TV, Áudio e Vídeo",1,"2024-12-07","Florianópolis"
332,"teclado","","Informática e Periféricos",3,"2025-07-12","Florianópolis"
7243,"micro-ondas","","Eletrodomésticos",3,"2025-03-08","Rio de Janeiro"
7956,"fogao",1500.0,"Eletrodomésticos",2,"2025-03-06","São Paulo"
164,"fogao",1500.0,"Eletrodomésticos",1,"2025-08-08","Joinville"
7815,"smart tv",4000.0,"TV, Áudio e Vídeo",2,"2024-12-08","Campinas"
4457,"home theater","","TV, Áudio e Vídeo",3,"2024-06-26","Curitiba"
1758,"monitor",1500.0,"Informática e Periféricos",3,"2025-03-19","Florianópolis"
6894,"smartphone",2000.0,"Smartphones e Acessórios",3,"2024-03-03","Curitiba"
5921,"teclado","","Informática e Periféricos",5,"2024-06-24","Balneário Camboriú"
5174,"teclado","","Informática e Periféricos",5,"2025-02-15","Santos"
6498,"notebook",4000.0,"Informática e Periféricos",2,"2025-04-05","Florianópolis"
1925,"fone de ouvido",200.0,"Smartphones e Acessórios",4,"2025-06-07","Florianópolis"
6932,"smart tv",4000.0,"TV, Áudio e Vídeo",5,"2025-10-17","Santos"
9191,"smart tv",4000.0,"TV, Áudio e Vídeo",1,"2025-02-25","Curitiba"
9822,"smart tv",4000.0,"TV, Áudio e Vídeo",2,"2025-05-26","Campinas"
3187,"capinha","","Smartphones e Acessórios",1,"2025-02-13","Joinville"
9441,"teclado","","Informática e Periféricos",5,"2024-02-01","Rio de Janeiro"
5835,"smartwatch",1000.0,"Smartphones e Acessórios",4,"2024-06-16","São Paulo"
7598,"smartwatch",1000.0,"Smartphones e Acessórios",5,"2025-02-02","Curitiba"
1017,"carregador",100.0,"Smartphones e Acessórios",3,"2024-12-22","Balneário Camboriú"
1043,"capinha","","Smartphones e Acessórios",2,"2025-07-27","Curitiba"
8267,"mouse",100.0,"Informática e Periféricos",5,"2025-06-30","Campinas"
222,"chromecast",200.0,"TV, Áudio e Vídeo",4,"2024-05-24","Belo Horizonte"
4378,"smartwatch",1000.0,"Smartphones e Acessórios",2,"2025-08-24","Curitiba"
7741,"smart tv",4000.0,"TV, Áudio e Vídeo",3,"2025-05-28","Belo Horizonte"
9772,"soundbar",1000.0,"TV, Áudio e Vídeo",1,"2024-06-05","Belo Horizonte"
5450,"smartphone",2000.0,"Smartphones e Acessórios",1,"2024-03-18","Porto Alegre"
1447,"notebook",4000.0,"Informática e Periféricos",4,"2024-05-24","Rio de Janeiro"
1678,"chromecast",200.0,"TV, Áudio e Vídeo",4,"2025-12-15","Joinville"
3083,"smartphone",2000.0,"Smartphones e Acessórios",1,"2025-05-31","Campinas"
9473,"fone de ouvido",200.0,"Smartphones e Acessórios",3,"2024-02-21","Curitiba"
8525,"notebook",4000.0,"Informática e Periféricos",4,"2025-08-04","Rio de Janeiro"
9680,"capinha","","Smartphones e Acessórios",2,"2025-11-22","Florianópolis"
9456,"fone de ouvido",200.0,"Smartphones e Acessórios",3,"2024-05-08","Rio de Janeiro"
2384,"home theater","","TV, Áudio e Vídeo",2,"2024-04-29","Florianópolis"
4813,"smartwatch",1000.0,"Smartphones e Acessórios",5,"2024-02-07","São Paulo"
3389,"smartwatch",1000.0,"Smartphones e Acessórios",4,"2025-03-25","Balneário Camboriú"
5444,"micro-ondas","","Eletrodomésticos",3,"2024-07-03","Florianópolis"
3721,"capinha","","Smartphones e Acessórios",5,"2024-06-06","Campinas"
4945,"mouse",100.0,"Informática e Periféricos",3,"2026-01-23","Joinville"
3366,"carregador",100.0,"Smartphones e Acessórios",1,"2024-02-23","Rio de Janeiro"
1392,"smart tv",4000.0,"TV, Áudio e Vídeo",2,"2024-01-26","São Paulo"
6220,"mouse",100.0,"Informática e Periféricos",4,"2024-08-11","Rio de Janeiro"
5294,"notebook",4000.0,"Informática e Periféricos",5,"2025-10-21","Joinville"
6298,"monitor",1500.0,"Informática e Periféricos",4,"2024-11-01","Santos"
370,"smart tv",4000.0,"TV, Áudio e Vídeo",2,"2026-01-17","Balneário Camboriú"
3402,"capinha","","Smartphones e Acessórios",2,"2024-05-29","Campinas"
568,"capinha","","Smartphones e Acessórios",4,"2026-01-08","Campinas"
6418,"monitor",1500.0,"Informática e Periféricos",1,"2025-08-28","Belo Horizonte"
4685,"monitor",1500.0,"Informática e Periféricos",1,"2025-10-25","Curitiba"
2040,"ar-condicionado",2500.0,"Eletrodomésticos",4,"2025-03-22","Porto Alegre"
618,"fone de ouvido",200.0,"Smartphones e Acessórios",5,"2025-08-23","Rio de Janeiro"
6875,"notebook",4000.0,"Informática e Periféricos",5,"2025-11-09","Joinville"
3537,"soundbar",1000.0,"TV, Áudio e Vídeo",2,"2024-09-01","São Paulo"
3985,"monitor",1500.0,"Informática e Periféricos",2,"2025-08-22","Santos"
9197,"smart tv",4000.0,"TV, Áudio e Vídeo",3,"2024-06-17","São Paulo"
2716,"fone de ouvido",200.0,"Smartphones e Acessórios",2,"2024-07-20","Belo Horizonte"
5010,"carregador",100.0,"Smartphones e Acessórios",5,"2024-02-14","Belo Horizonte"
6914,"carregador",100.0,"Smartphones e Acessórios",4,"2025-08-19","Belo Horizonte"
2936,"notebook",4000.0,"Informática e Periféricos",3,"2024-07-25","Curitiba"
6206,"capinha","","Smartphones e Acessórios",1,"2025-01-10","Florianópolis"
7152,"capinha","","Smartphones e Acessórios",2,"2025-10-28","Balneário Camboriú"
4526,"smartwatch",1000.0,"Smartphones e Acessórios",1,"2024-05-24","Rio de Janeiro"
6278,"carregador",100.0,"Smartphones e Acessórios",3,"2024-08-27","Joinville"
6838,"capinha","","Smartphones e Acessórios",2,"2025-08-08","Rio de Janeiro"
4515,"teclado","","Informática e Periféricos",2,"2025-01-22","Campinas"
3427,"micro-ondas","","Eletrodomésticos",3,"2024-09-25","Campinas"
6899,"monitor",1500.0,"Informática e Periféricos",1,"2025-07-07","Santos"
9753,"soundbar",1000.0,"TV, Áudio e Vídeo",4,"2025-03-07","Florianópolis"
9465,"capinha","","Smartphones e Acessórios",4,"2024-05-31","São Paulo"
8176,"notebook",4000.0,"Informática e Periféricos",3,"2025-03-15","Rio de Janeiro"
1730,"fogao",1500.0,"Eletrodomésticos",5,"2024-05-06","Curitiba"
2912,"chromecast",200.0,"TV, Áudio e Vídeo",1,"2024-04-06","Campinas"
9720,"monitor",1500.0,"Informática e Periféricos",1,"2024-01-30","Balneário Camboriú"
3349,"smartphone",2000.0,"Smartphones e Acessórios",1,"2025-07-21","São Paulo"
3237,"smart tv",4000.0,"TV, Áudio e Vídeo",2,"2025-10-26","Joinville"
8527,"smart tv",4000.0,"TV, Áudio e Vídeo",4,"2024-02-05","Santos"
499,"home theater","","TV, Áudio e Vídeo",5,"2025-12-10","Balneário Camboriú"
2456,"notebook",4000.0,"Informática e Periféricos",1,"2025-11-08","Belo Horizonte"
6746,"monitor",1500.0,"Informática e Periféricos",5,"2025-01-08","Joinville"
1104,"mouse",100.0,"Informática e Periféricos",5,"2025-01-09","Rio de Janeiro"
8279,"ar-condicionado",2500.0,"Eletrodomésticos",1,"2024-04-10","São Paulo"
2221,"fone de ouvido",200.0,"Smartphones e Acessórios",1,"2024-04-15","Balneário Camboriú"
3915,"fone de ouvido",200.0,"Smartphones e Acessórios",2,"2024-06-01","Rio de Janeiro"
8146,"ar-condicionado",2500.0,"Eletrodomésticos",2,"2025-07-06","Balneário Camboriú"
2997,"monitor",1500.0,"Informática e Periféricos",2,"2024-02-01","Belo Horizonte"
1596,"chromecast",200.0,"TV, Áudio e Vídeo",3,"2026-01-05","Campinas"
6456,"carregador",100.0,"Smartphones e Acessórios",3,"2025-10-22","São Paulo"
5427,"teclado","","Informática e Periféricos",4,"2025-05-25","Santos"
2625,"fone de ouvido",200.0,"Smartphones e Acessórios",3,"2024-02-18","Campinas"
2119,"soundbar",1000.0,"TV, Áudio e Vídeo",4,"2024-01-26","Belo Horizonte"
7234,"monitor",1500.0,"Informática e Periféricos",2,"2025-12-20","São Paulo"
2659,"fogao",1500.0,"Eletrodomésticos",3,"2024-04-26","Florianópolis"
1540,"mouse",100.0,"Informática e Periféricos",3,"2025-06-20","Porto Alegre"
1475,"chromecast",200.0,"TV, Áudio e Vídeo",1,"2025-02-10","São Paulo"
2571,"smartwatch",1000.0,"Smartphones e Acessórios",4,"2024-06-24","Balneário Camboriú"
8482,"soundbar",1000.0,"TV, Áudio e Vídeo",5,"2024-05-30","Rio de Janeiro"
7724,"soundbar",1000.0,"TV, Áudio e Vídeo",1,"2024-07-09","Rio de Janeiro"
5654,"geladeira",5000.0,"Eletrodomésticos",2,"2024-06-08","Florianópolis"
2525,"notebook",4000.0,"Informática e Periféricos",2,"2025-04-02","Joinville"
3609,"ar-condicionado",2500.0,"Eletrodomésticos",1,"2025-10-30","Florianópolis"
7284,"geladeira",5000.0,"Eletrodomésticos",1,"2024-07-10","São Paulo"
4509,"carregador",100.0,"Smartphones e Acessórios",2,"2025-07-07","Florianópolis"
9191,"carregador",100.0,"Smartphones e Acessórios",4,"2025-04-15","Belo Horizonte"
9772,"mouse",100.0,"Informática e Periféricos",4,"2025-02-19","Belo Horizonte"
709,"smartwatch",1000.0,"Smartphones e Acessórios",3,"2025-03-10","Curitiba"
1761,"smart tv",4000.0,"TV, Áudio e Vídeo",5,"2025-07-07","Florianópolis"
4896,"geladeira",5000.0,"Eletrodomésticos",4,"2024-09-06","Porto Alegre"
4139,"fogao",1500.0,"Eletrodomésticos",5,"2025-05-07","Belo Horizonte"
7512,"micro-ondas","","Eletrodomésticos",2,"2024-08-25","Curitiba"
7637,"monitor",1500.0,"Informática e Periféricos",3,"2024-01-28","Florianópolis"
4554,"smartwatch",1000.0,"Smartphones e Acessórios",4,"2024-07-09","Rio de Janeiro"
3427,"fone de ouvido",200.0,"Smartphones e Acessórios",1,"2025-06-18","Rio de Janeiro"
5925,"fogao",1500.0,"Eletrodomésticos",5,"2024-09-18","Florianópolis"
1497,"capinha","","Smartphones e Acessórios",5,"2024-03-09","Curitiba"
8375,"micro-ondas","","Eletrodomésticos",2,"2024-02-12","Campinas"
9995,"carregador",100.0,"Smartphones e Acessórios",5,"2025-05-20","Campinas"
6339,"home theater","","TV, Áudio e Vídeo",1,"2024-03-05","Curitiba"
4582,"capinha","","Smartphones e Acessórios",2,"2024-02-20","Campinas"
6680,"soundbar",1000.0,"TV, Áudio e Vídeo",1,"2024-07-04","Rio de Janeiro"
3304,"smart tv",4000.0,"TV, Áudio e Vídeo",3,"2024-10-27","Curitiba"
1822,"monitor",1500.0,"Informática e Periféricos",1,"2025-12-01","Rio de Janeiro"
2884,"smartphone",2000.0,"Smartphones e Acessórios",3,"2025-08-06","Porto Alegre"
5414,"smartwatch",1000.0,"Smartphones e Acessórios",2,"2024-10-21","São Paulo"
8383,"smartwatch",1000.0,"Smartphones e Acessórios",1,"2025-11-28","São Paulo"
9,"soundbar",1000.0,"TV, Áudio e Vídeo",2,"2024-11-24","Florianópolis"
2349,"notebook",4000.0,"Informática e Periféricos",5,"2025-11-20","Porto Alegre"
9495,"smartwatch",1000.0,"Smartphones e Acessórios",4,"2025-10-10","Porto Alegre"
8391,"monitor",1500.0,"Informática e Periféricos",5,"2024-04-08","Porto Alegre"
1037,"smartphone",2000.0,"Smartphones e Acessórios",4,"2026-01-21","São Paulo"
3366,"carregador",100.0,"Smartphones e Acessórios",2,"2025-06-12","Florianópolis"
7254,"monitor",1500.0,"Informática e Periféricos",3,"2025-10-27","São Paulo"
59,"capinha","","Smartphones e Acessórios",1,"2024-05-12","Florianópolis"
41,"carregador",100.0,"Smartphones e Acessórios",5,"2024-11-10","Florianópolis"
7868,"fone de ouvido",200.0,"Smartphones e Acessórios",5,"2025-05-29","Belo Horizonte"
4284,"geladeira",5000.0,"Eletrodomésticos",3,"2025-11-07","Belo Horizonte"
943,"carregador",100.0,"Smartphones e Acessórios",3,"2025-02-26","Porto Alegre"
7926,"ar-condicionado",2500.0,"Eletrodomésticos",3,"2025-09-11","Balneário Camboriú"
1213,"teclado","","Informática e Periféricos",2,"2025-07-11","Balneário Camboriú"
2655,"fone de ouvido",200.0,"Smartphones e Acessórios",2,"2026-01-14","Campinas"
6523,"carregador",100.0,"Smartphones e Acessórios",5,"2024-10-16","Porto Alegre"
9617,"smart tv",4000.0,"TV, Áudio e Vídeo",2,"2024-10-15","Rio de Janeiro"
9327,"notebook",4000.0,"Informática e Periféricos",1,"2024-06-28","Joinville"
8658,"fogao",1500.0,"Eletrodomésticos",5,"2024-03-24","Campinas"
1866,"geladeira",5000.0,"Eletrodomésticos",1,"2024-11-24","São Paulo"
6558,"monitor",1500.0,"Informática e Periféricos",1,"2025-11-29","Balneário Camboriú"
8008,"micro-ondas","","Eletrodomésticos",5,"2024-03-09","São Paulo"
3811,"mouse",100.0,"Informática e Periféricos",4,"2024-07-01","Balneário Camboriú"
5148,"smart tv",4000.0,"TV, Áudio e Vídeo",1,"2025-08-16","Belo Horizonte"
9847,"monitor",1500.0,"Informática e Periféricos",5,"2025-05-04","Campinas"
5047,"soundbar",1000.0,"TV, Áudio e Vídeo",2,"2024-05-21","Rio de Janeiro"
3420,"notebook",4000.0,"Informática e Periféricos",4,"2024-10-09","Curitiba"
5912,"carregador",100.0,"Smartphones e Acessórios",3,"2025-05-11","São Paulo"
5898,"ar-condicionado",2500.0,"Eletrodomésticos",1,"2024-04-25","Balneário Camboriú"
882,"micro-ondas","","Eletrodomésticos",5,"2025-03-01","Joinville"
3161,"chromecast",200.0,"TV, Áudio e Vídeo",4,"2024-06-16","Santos"
1622,"smart tv",4000.0,"TV, Áudio e Vídeo",3,"2025-07-22","Florianópolis"
4568,"home theater","","TV, Áudio e Vídeo",4,"2025-11-18","Balneário Camboriú"
3813,"capinha","","Smartphones e Acessórios",2,"2024-09-01","Curitiba"
4573,"geladeira",5000.0,"Eletrodomésticos",2,"2024-09-22","Balneário Camboriú"
8713,"geladeira",5000.0,"Eletrodomésticos",1,"2024-09-10","Curitiba"
3167,"smartwatch",1000.0,"Smartphones e Acessórios",1,"2024-02-01","Porto Alegre"
5676,"notebook",4000.0,"Informática e Periféricos",4,"2024-02-29","Rio de Janeiro"
1914,"chromecast",200.0,"TV, Áudio e Vídeo",2,"2024-05-31","Santos"
4260,"fone de ouvido",200.0,"Smartphones e Acessórios",5,"2024-02-02","Joinville"
5287,"smartwatch",1000.0,"Smartphones e Acessórios",4,"2025-09-20","Santos"
58,"capinha","","Smartphones e Acessórios",4,"2024-04-18","Joinville"
6470,"smart tv",4000.0,"TV, Áudio e Vídeo",1,"2025-07-11","Porto Alegre"
8690,"fone de ouvido",200.0,"Smartphones e Acessórios",3,"2025-06-29","Santos"
